pl_name,default_flag,tran_flag,soltype,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,ttv_flag,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_kmag,sy_kmagerr1,sy_kmagerr2
KIC 5437945 b,1,1,Published Confirmed,0,440.7813,0.00563,-0.00577,0,,,,,0.57096976,0.14274244,-0.14274244,0,,,,,,,,,,,,,,,,,,89.904,0.066,-0.086,0,2454972.355,0.003,-0.003,0,0,,,,,0.2209,,,0,,,,,158.9,5.1,-12,0,0.047,0.001,-0.001,0,,,,,,,,,,,,,,,,,,,,,6340,176,-199,0,1.24,0.29,-0.29,0,1.07,0.17,-0.17,0,-0.38,0.28,-0.3,0,4.16,0.22,-0.25,0,12.367,0.027,-0.027
KIC 8540376 b,1,1,Published Confirmed,0,31.8099,0.00919,-0.00933,0,,,,,0.3657775,0.19627085,-0.16950665,0,,,,,,,,,,,,,,,,,,89.3,0.49,-0.72,0,2456353.292,0.006,-0.006,0,0,,,,,0.09,,,0,,,,,34.7,3.7,-6.9,0,0.03,0.002,-0.002,0,,,,,,,,,,,,,,,,,,,,,6474,178,-267,0,1.26,0.56,-0.56,0,1.04,0.2,-0.2,0,-0.16,0.23,-0.32,0,4.31,0.1,-0.33,0,12.966,0.023,-0.023
KIC 8540376 c,1,1,Published Confirmed,0,75.2,38.9,-1.1,0,,,,,0.21411366,0.16950665,-0.12489963,0,,,,,,,,,,,,,,,,,,89.701,0.16,-0.16,0,2456349.911,0.02,-0.02,0,0,,,,,0.0324,,,0,,,,,103.9,14.1,-14.1,0,0.018,0.004,-0.005,0,,,,,,,,,,,,,,,,,,,,,6474,178,-267,0,1.26,0.56,-0.56,0,1.04,0.2,-0.2,0,-0.16,0.23,-0.32,0,4.31,0.1,-0.33,0,12.966,0.023,-0.023
KIC 9663113 b,1,1,Published Confirmed,0,572.3847,0.00583,-0.00567,0,,,,,0.41038451,0.05352841,-0.06244982,0,,,,,,,,,,,,,,,,,,89.768,0.095,-0.062,0,2455139.506,0.004,-0.004,0,0,,,,,0.1681,,,0,,,,,153.5,23,-15,0,0.041,0.001,-0.001,0,,,,,,,,,,,,,,,,,,,,,6065,155,-180,0,1.03,0.12,-0.12,0,0.98,0.13,-0.13,0,-0.28,0.28,-0.3,0,4.42,0.08,-0.26,0,12.502,0.023,-0.023
KOI-12 b,1,1,Published Confirmed,0,17.855182,0.000008,-0.000006,0,0.154,0.004,-0.003,0,1.23,0.06,-0.05,0,1.1,3.5,-0.8,0,Mass,,,,,0.34,0.08,-0.07,0,,,,,,,,,,,,,1,0.371,0.006,-0.006,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,0.07,-0.06,0,1.5,0.1,-0.1,0,,,,,,,,,10.234,0.018,-0.018
KOI-1257 b,1,1,Published Confirmed,0,86.647661,0.000034,-0.000034,0,0.382,0.006,-0.006,0,0.94,0.12,-0.12,0,1.45,0.35,-0.35,0,Mass,2.1,1.2,-1.2,0,0.772,0.045,-0.045,0,511,50,-50,0,89.66,0.24,-0.38,0,2455006.795,0.0003,-0.0003,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.3,17,-17,0,74,32,-46,0,,,,,5520,80,-80,0,1.13,0.14,-0.14,0,0.99,0.05,-0.05,0,0.27,0.09,-0.09,0,4.32,0.1,-0.1,0,12.726,0.023,-0.023
KOI-13 b,1,1,Published Confirmed,0,1.763588,0.000001,-0.000001,0,0.03641,0.00087,-0.00087,0,1.512,0.035,-0.035,0,9.28,0.16,-0.16,0,Mass,3.6,0.3,-0.3,0,0.00064,0.00012,-0.00016,0,2550,80,-80,0,86.77,0.048,-0.052,0,2454953.566,0.00002,-0.00003,0,1,0.2536,0.0038,-0.0035,0,,,,,,,,,4.5007,0.0039,-0.004,0,0.087373,0.000023,-0.000024,0,0.0172,0.00017,-0.00016,0,,,,,5,8,-10,0,,,,,,,,,7650,250,-250,0,1.74,0.04,-0.04,0,1.72,0.1,-0.1,0,0.2,0.2,-0.2,0,4.2,0.5,-0.5,0,9.425,0.014,-0.014
KOI-134 b,1,1,Published Confirmed,0,67.1277,0.0045,-0.0057,0,0.363,0.011,-0.013,0,1.074,0.017,-0.017,0,1.09,0.12,-0.08,0,Mass,,,,,0.16,0.02,-0.03,0,659,35,-46,0,89.58,0.13,-0.093,0,,,,,1,0.386,0.076,-0.135,0,,,,,11.3,0.96,-1.2,0,46.2,5.5,-4.5,0,0.06618,0.00046,-0.00043,0,,,,,,,,,153.2,10,-5,0,,,,,,,,,6160,130,-130,0,1.667,0.024,-0.024,0,1.407,0.043,-0.043,0,0.427,0.069,-0.069,0,4.11,0.13,-0.13,0,12.322,0.018,-0.018
KOI-142 b,1,1,Published Confirmed,0,10.91647,0.00014,-0.00014,0,,,,,0.30671782,0.00669105,-0.00669105,0,0.03,0.0036,-0.0036,0,Mass,1.29,0.16,-0.16,0,0.05561,0.00013,-0.00013,0,,,,,90.97,0.12,-0.12,0,,,,,1,,,,,,,,,,,,,,,,,0.03515,0.00018,-0.00018,0,,,,,2454955.081,0.00061,-0.00061,0,,,,,,,,,,,,,5466,60,-60,0,0.897,0.016,-0.016,0,0.99,0.023,-0.023,0,0.27,0.06,-0.06,0,,,,,11.454,0.019,-0.019
KOI-1599.01,1,1,Published Confirmed,0,20.4415,0.0013,-0.0013,0,0.14728,,,0,0.16950665,0.02676421,-0.02676421,0,0.01447315,0.0009439,-0.0009439,0,Mass,,,,,0.014,,,0,,,,,89.78,0.16,-0.16,0,2454952.73,0.02,-0.02,0,1,,,,,,,,,,,,,32.63,0.42,-0.42,0,0.018,0.0004,-0.0004,0,,,,,,,,,230.175,,,0,,,,,,,,,,,,,0.972,,,0,1.02,,,0,,,,,,,,,13.238,0.031,-0.031
KOI-1599.02,1,1,Published Confirmed,0,13.6088,0.0006,-0.0006,0,0.112293,,,0,0.16950665,0.0178428,-0.0178428,0,0.02831702,0.0009439,-0.0009439,0,Mass,,,,,0.0114,,,0,,,,,88.6,0.06,-0.06,0,2454960.32,0.01,-0.01,0,1,,,,,,,,,,,,,24.89,0.11,-0.11,0,0.0181,0.0003,-0.0003,0,,,,,,,,,49.951,,,0,,,,,,,,,,,,,0.972,,,0,1.02,,,0,,,,,,,,,13.238,0.031,-0.031
KOI-1783.01,1,1,Published Confirmed,0,134.4628,0.0033,-0.0035,0,,,,,0.79043626,0.02230351,-0.02141137,0,0.22338986,0.03523896,-0.02894629,0,Mass,0.56,0.101,-0.085,0,0,,,0,,,,,89.4413,0.0076,-0.0082,0,,,,,1,0.9239,0.0026,-0.0023,0,0.5044,0.0087,-0.0064,0,5.874,0.039,-0.04,0,94.8,1.1,-1.1,0,0.07102,0.00061,-0.00045,0,,,,,,,,,,,,,,,,,,,,,5922,60,-60,0,1.143,0.031,-0.03,0,1.076,0.036,-0.032,0,0.11,0.04,-0.04,0,4.3,0.1,-0.1,0,12.621,0.02,-0.02
KOI-1783.02,1,1,Published Confirmed,0,284.215,0.026,-0.021,0,,,,,0.48532429,0.04639129,-0.02676421,0,0.04719504,0.01352925,-0.01132681,0,Mass,0.51,0.21,-0.15,0,0,,,0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5922,60,-60,0,1.143,0.031,-0.03,0,1.076,0.036,-0.032,0,0.11,0.04,-0.04,0,4.3,0.1,-0.1,0,12.621,0.02,-0.02
KOI-1831 d,1,1,Published Confirmed,0,34.169,,,0,,,,,0.10081202,0.00446071,-0.00446071,0,0.00701636,0.00157318,-0.00264294,0,Mass,9.95,0.05,-4.62,0,,,,,475,9,-9,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5233,60,-60,0,0.835,0.023,-0.022,0,0.901,0.017,-0.027,0,,,,,,,,,12.291,0.025,-0.025
KOI-1833 d,1,1,Published Confirmed,0,7.685,,,0,,,,,0.23017258,0.02051926,-0.01962712,0,0.0346728,,,1,Mass,4.5,,,1,,,,,613,23,-23,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4413,75,-69,0,0.667,0.012,-0.012,0,0.681,0.025,-0.024,0,,,,,,,,,11.831,0.025,-0.025
KOI-1843.03,1,1,Published Confirmed,0,0.1768913,0.0000002,-0.0000002,0,,,,,0.05442065,0.0107057,-0.00713713,0,0.02517081,,,1,Mass,,,,,,,,,,,,,72,12,-20,0,2454964.552,0.0009,-0.0009,0,0,,,,,0.015,0.004,-0.0013,0,0.65,0.03,-0.02,0,1.9,0.3,-0.5,0,,,,,0.0018,,,1,,,,,,,,,,,,,,,,,3584,65,-65,0,0.45,0.08,-0.05,0,0.46,0.08,-0.05,0,0,0.1,-0.1,0,4.8,0.06,-0.09,0,11.056,0.017,-0.017
KOI-217 b,1,1,Published Confirmed,0,3.90512,0.00005,-0.00005,0,0.0477,0.0007,-0.0007,0,1.11,0.02,-0.02,0,,,,,,,,,,0,,,0,,,,,89.8,0.2,-0.4,0,2454966.414,0.0002,-0.0002,0,1,,,,,1.756,0.008,-0.013,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5545,,,0,0.86,0.02,,0,0.95,0.05,,0,,,,,,,,,13.469,0.04,-0.04
KOI-2513.01,1,1,Published Confirmed,0,19.00547,0.00005,-0.00005,0,0.5,0.2,-0.4,0,0.25,2,-0.05,0,23,2,-2,0,Mass,2000,50000,-1000,0,0.36,0.03,-0.03,0,,,,,89.7,0.2,-2.4,0,2454977.152,0.003,-0.003,0,0,,,,,,,,,,,,,100,30,-80,0,0.022,0.002,-0.001,0,,,,,,,,,-154,7,-8,0,,,,,,,,,5900,100,-100,0,1.2,0.4,-0.2,0,0.91,0.1,-0.06,0,-0.37,0.02,-0.02,0,4.3,0.2,-0.2,0,13.367,0.036,-0.036
KOI-3503 b,1,1,Published Confirmed,0,21.185,,,0,,,,,0.10616487,0.0214114,-0.01695069,0,0.02894644,,,1,Mass,10,,,1,,,,,785,14,-13,0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6001,60,-60,0,1.255,0.034,-0.033,0,0.858,0.022,-0.019,0,,,,,,,,,12.483,0.026,-0.026
KOI-3503 c,1,1,Published Confirmed,0,31.828,,,0,,,,,0.10794916,0.02497997,-0.00802928,0,0.03259621,,,1,Mass,10,,,1,,,,,686,12,-11,0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6001,60,-60,0,1.255,0.034,-0.033,0,0.858,0.022,-0.019,0,,,,,,,,,12.483,0.026,-0.026
KOI-351 b,1,1,Published Confirmed,0,7.008151,0.000019,-0.000019,0,0.074,0.016,-0.016,0,0.117,0.015,-0.015,0,,,,,,,,,,,,,,,,,,89.4,1.5,-1.5,0,2454970.691,0.0017,-0.0017,0,0,0.13,0.32,-0.32,0,,,,,3.99,0.15,-0.15,0,13.2,1.8,-1.8,0,0.01,0.0005,-0.0005,0,,,,,,,,,,,,,,,,,,,,,6080,260,-170,0,1.2,0.1,-0.1,0,1.2,0.1,-0.1,0,-0.12,0.18,-0.18,0,4.4,,,0,12.482,0.024,-0.024
KOI-351 c,1,1,Published Confirmed,0,8.719375,0.000027,-0.000027,0,0.089,0.012,-0.012,0,0.106,0.012,-0.012,0,,,,,,,,,,,,,,,,,,89.68,0.74,-0.74,0,2454972.569,0.0023,-0.0023,0,0,0.09,0.2,-0.2,0,,,,,4.41,0.18,-0.18,0,16,0.8,-0.8,0,0.0091,0.0003,-0.0003,0,,,,,,,,,,,,,,,,,,,,,6080,260,-170,0,1.2,0.1,-0.1,0,1.2,0.1,-0.1,0,-0.12,0.18,-0.18,0,4.4,,,0,12.482,0.024,-0.024
KOI-351 d,1,1,Published Confirmed,0,59.73667,0.00038,-0.00038,0,0.32,0.05,-0.05,0,0.256,0.027,-0.027,0,,,,,,,,,,,,,,,,,,89.71,0.29,-0.29,0,2454991.966,0.0042,-0.0042,0,0,0.28,0.25,-0.25,0,,,,,8.4,0.19,-0.19,0,56.1,4.8,-4.8,0,0.0219,0.0005,-0.0005,0,,,,,,,,,,,,,,,,,,,,,6080,260,-170,0,1.2,0.1,-0.1,0,1.2,0.1,-0.1,0,-0.12,0.18,-0.18,0,4.4,,,0,12.482,0.024,-0.024
KOI-351 e,1,1,Published Confirmed,0,91.93913,0.00073,-0.00073,0,0.42,0.06,-0.06,0,0.237,0.026,-0.026,0,,,,,,,,,,,,,,,,,,89.79,0.19,-0.19,0,2454967.313,0.0063,-0.0063,0,0,0.27,0.22,-0.22,0,,,,,9.71,0.19,-0.19,0,74.7,4.3,-4.3,0,0.0203,0.0005,-0.0005,0,,,,,,,,,,,,,,,,,,,,,6080,260,-170,0,1.2,0.1,-0.1,0,1.2,0.1,-0.1,0,-0.12,0.18,-0.18,0,4.4,,,0,12.482,0.024,-0.024
KOI-351 f,1,1,Published Confirmed,0,124.9144,0.0019,-0.0019,0,0.48,0.09,-0.09,0,0.257,0.046,-0.046,0,,,,,,,,,,,,,,,,,,89.77,0.31,-0.31,0,2455087.704,0.014,-0.014,0,0,0.35,0.4,-0.4,0,,,,,10.94,0.25,-0.25,0,86.4,9.7,-9.7,0,0.022,0.0022,-0.0022,0,,,,,,,,,,,,,,,,,,,,,6080,260,-170,0,1.2,0.1,-0.1,0,1.2,0.1,-0.1,0,-0.12,0.18,-0.18,0,4.4,,,0,12.482,0.024,-0.024
KOI-351 g,1,1,Published Confirmed,0,210.60697,0.00043,-0.00043,0,0.71,0.08,-0.08,0,0.723,0.071,-0.071,0,,,,,,,,,,,,,,,,,,89.8,0.06,-0.06,0,2454980.036,0.0014,-0.0014,0,1,0.45,0.1,-0.1,0,,,,,12.593,0.045,-0.045,0,127.3,4.1,-4.1,0,0.0615,0.0011,-0.0011,0,,,,,,,,,,,,,,,,,,,,,6080,260,-170,0,1.2,0.1,-0.1,0,1.2,0.1,-0.1,0,-0.12,0.18,-0.18,0,4.4,,,0,12.482,0.024,-0.024
KOI-351 h,1,1,Published Confirmed,0,331.60059,0.00037,-0.00037,0,1.01,0.11,-0.11,0,1.008,0.089,-0.089,0,,,,,,,,,,,,,,,,,,89.6,1.3,-1.3,0,2454973.496,0.00082,-0.00082,0,1,0.36,0.07,-0.07,0,,,,,14.737,0.046,-0.046,0,180.7,4.7,-4.7,0,0.0866,0.0007,-0.0007,0,,,,,,,,,,,,,,,,,,,,,6080,260,-170,0,1.2,0.1,-0.1,0,1.2,0.1,-0.1,0,-0.12,0.18,-0.18,0,4.4,,,0,12.482,0.024,-0.024
KOI-3680 b,1,1,Published Confirmed,0,141.241671,0.000086,-0.000086,0,0.534,0.012,-0.03,0,0.99,0.06,-0.07,0,1.93,0.19,-0.21,0,Mass,2.46,0.42,-0.36,0,0.496,0.031,-0.031,0,347,12,-12,0,89.892,0.069,-0.086,0,2455936.654,0.00018,-0.00018,0,0,0.15,0.1,-0.09,0,,,,,6.7368,0.0288,-0.0288,0,125.7,8.4,-8.4,0,0.10646,0.00079,-0.00059,0,,,,,,,,,154.7,7.8,-7.8,0,,,,,,,,,5830,100,-100,0,0.96,0.05,-0.06,0,1.01,0.07,-0.16,0,0.16,0.07,-0.07,0,4.473,0.027,-0.034,0,13.101,0.039,-0.039
KOI-4777.01,1,1,Published Confirmed,0,0.412,0.000001,-0.000001,0,0.008,0.0003,-0.0003,0,0.04549923,0.00267643,-0.00267643,0,0.3121181,,,1,Mass,,,,,0,,,0,1180,20,-20,0,87,2,-2,0,2454965.219,0.002,-0.002,0,0,0.2,0.2,-0.1,0,,,,,0.73,0.02,-0.04,0,4.28,0.09,-0.09,0,0.0116,0.0006,-0.0006,0,,,,,,,,,90,,,0,,,,,,,,,3515,69,-69,0,0.4,0.01,-0.01,0,0.41,0.02,-0.02,0,0.1,0.1,-0.1,0,4.77,0.04,-0.04,0,12.449,0.018,-0.018
KOI-4978 b,1,1,Published Confirmed,0,0.941967,0.000003,-0.000003,0,,,,,0.06244992,0.00892142,-0.00892142,0,,,,,,,,,,,,,,,,,,,,,,2454833.099,0.003,-0.003,0,0,,,,,,,,,2.2,0.5,-0.5,0,3.6,0.6,-0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,5050.28,,,0,0.966,0.385,-0.133,0,0.859,0.126,-0.065,0,,,,,,,,,13.507,,
KOI-7368 b,1,1,Published Confirmed,0,6.8430344,0.0000125,-0.0000125,0,,,,,0.198,0.011,-0.011,0,,,,,,,,,,,,,,,,,,,,,,2454970.046,0.0014,-0.0014,0,0,0.508,0.064,-0.064,0,,,,,2.79,0.07,-0.07,0,16.67,0.45,-0.45,0,0.023,0.001,-0.001,0,,,,,,,,,,,,,,,,,,,,,5241,100,-100,0,0.874,0.036,-0.036,0,0.879,0.018,-0.018,0,,,,,4.499,0.03,-0.03,0,10.794,0.017,-0.017
KOI-7913 b,1,1,Published Confirmed,0,24.278553,0.000263,-0.000263,0,,,,,0.209,0.016,-0.016,0,,,,,,,,,,,,,,,,,,,,,,2454987.512,0.0063,-0.0063,0,0,0.312,0.153,-0.153,0,,,,,4.39,0.21,-0.21,0,40.92,1.54,-1.54,0,0.027,0.001,-0.001,0,,,,,,,,,,,,,,,,,,,,,4324,70,-70,0,0.788,0.049,-0.049,0,0.76,0.025,-0.025,0,-0.06,0.09,-0.09,0,4.523,0.043,-0.043,0,11.212,,
KOI-94 b,1,1,Published Confirmed,0,3.743208,0.000015,-0.000015,0,0.05119,0.00067,-0.00067,0,0.153,0.014,-0.014,0,0.033,0.014,-0.014,0,Mass,10.1,5.5,-5.5,0,0.25,0.17,-0.17,0,1486,,,0,89.3,0.57,-0.57,0,2454964.618,0.0021,-0.0021,0,0,0.088,0.072,-0.072,0,,,,,,,,,7.25,0.59,-0.59,0,0.01031,0.00014,-0.00014,0,,,,,,,,,,,,,,,,,,,,,6182,58,-58,0,1.52,0.14,-0.14,0,1.277,0.05,-0.05,0,0.0228,0.002,-0.002,0,4.181,0.066,-0.066,0,10.926,0.019,-0.019
KOI-94 c,1,1,Published Confirmed,0,10.423648,0.000016,-0.000016,0,0.1013,0.0013,-0.0013,0,0.385,0.037,-0.037,0,0.049,0.018,-0.049,0,Mass,0.91,0.36,-0.91,0,0.43,0.23,-0.23,0,1012,,,0,88.36,0.75,-0.75,0,2454971.009,0.00103,-0.00103,0,1,0.41,0.018,-0.018,0,,,,,,,,,14.3,1.2,-1.2,0,0.02599,0.00047,-0.00047,0,,,,,,,,,,,,,,,,,,,,,6182,58,-58,0,1.52,0.14,-0.14,0,1.277,0.05,-0.05,0,0.0228,0.002,-0.002,0,4.181,0.066,-0.066,0,10.926,0.019,-0.019
KOI-94 d,1,1,Published Confirmed,0,22.342989,0.0000067,-0.0000067,0,0.1684,0.0022,-0.0022,0,1.005,0.095,-0.095,0,0.334,0.035,-0.035,0,Mass,0.363,0.101,-0.101,0,0.022,0.038,-0.038,0,806,,,0,89.871,0.123,-0.123,0,2454965.741,0.00015,-0.00015,0,1,0.055,0.051,-0.051,0,,,,,,,,,23.8,1.9,-1.9,0,0.068016,0.00008,-0.00008,0,,,,,,,,,,,,,,,,,,,,,6182,58,-58,0,1.52,0.14,-0.14,0,1.277,0.05,-0.05,0,0.0228,0.002,-0.002,0,4.181,0.066,-0.066,0,10.926,0.019,-0.019
KOI-94 e,1,1,Published Confirmed,0,54.32031,0.00012,-0.00012,0,0.3046,0.004,-0.004,0,0.585,0.055,-0.055,0,0.11,0.057,-0.088,0,Mass,0.6,0.26,-0.56,0,0.019,0.23,-0.23,0,584,,,0,89.76,0.15,-0.15,0,2454994.238,0.0012,-0.0012,0,1,0.18,0.11,-0.11,0,,,,,,,,,43.1,3.5,-3.5,0,0.0396,0.00024,-0.00024,0,,,,,,,,,,,,,,,,,,,,,6182,58,-58,0,1.52,0.14,-0.14,0,1.277,0.05,-0.05,0,0.0228,0.002,-0.002,0,4.181,0.066,-0.066,0,10.926,0.019,-0.019
KOI-984 b,1,1,Published Confirmed,0,4.2881785,0.0000035,-0.0000035,0,0.0504,0.0006,-0.0006,0,0.38362097,0.00446071,-0.00446071,0,,,,,,,,,,0.12,0.02,-0.02,0,1022,31,-30,0,,,,,2454957.784,0.0014,-0.0014,0,1,0.83,0.01,-0.01,0,0.229,0.004,-0.004,0,1.58,0.01,-0.01,0,13.26,0.39,-0.39,0,,,,,,,,,,,,,-75,12,-12,0,,,,,,,,,5295,150,-150,0,0.818,0.026,-0.025,0,0.928,0.031,-0.031,0,0.12,0.1,-0.1,0,4.54,0.15,-0.15,0,10.016,0.021,-0.021
KPS-1 b,1,1,Published Confirmed,0,1.706291,0.000059,-0.000059,0,0.0269,0.001,-0.001,0,1.03,0.13,-0.12,0,1.09,0.086,-0.087,0,Mass,1.31,0.49,-0.36,0,0,,,0,1459,56,-56,0,83.2,0.88,-0.9,0,2457508.37,0.00079,-0.00078,0,0,0.754,0.04,-0.049,0,,,,,1.68,0.0552,-0.048,0,,,,,0.1143,0.0037,-0.0034,0,,,,,,,,,,,,,,,,,,,,,5165,90,-90,0,0.907,0.086,-0.082,0,0.892,0.09,-0.1,0,0.22,0.13,-0.13,0,4.47,0.06,-0.06,0,10.931,0.017,-0.017
Kepler-10 b,1,1,Published Confirmed,0,0.8374907,0.0000002,-0.0000002,0,0.01685,0.00013,-0.00013,0,0.13114484,0.00267643,-0.00178428,0,0.01019418,0.00100683,-0.00100683,0,Mass,5.54,0.66,-0.62,0,0,,,0,2188,16,-16,0,84.8,3.2,-3.9,0,2455034.087,0.00018,-0.00018,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5708,28,-28,0,1.065,0.009,-0.009,0,0.91,0.021,-0.021,0,-0.15,0.04,-0.04,0,4.344,0.004,-0.004,0,9.496,0.021,-0.021
Kepler-10 c,1,1,Published Confirmed,0,45.294301,0.000048,-0.000048,0,0.241,0.0019,-0.0019,0,0.21009939,0.00196271,-0.00196271,0,0.03552231,0.00390148,-0.00390148,0,Mass,4.75,0.53,-0.53,0,0.136,0.05,-0.05,0,579,4,-4,0,89.623,0.011,-0.011,0,2455062.266,0.00081,-0.00081,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,31,-23,0,,,,,,,,,5708,28,-28,0,1.065,0.009,-0.009,0,0.91,0.021,-0.021,0,-0.15,0.04,-0.04,0,4.344,0.004,-0.004,0,9.496,0.021,-0.021
Kepler-100 b,1,1,Published Confirmed,0,6.88734,0.00007,-0.00007,0,,,,,0.119547,0.0107057,-0.0107057,0,0.01261687,0.00147879,-0.00147879,0,Mass,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0.008062,0.001,-0.001,0,,,,,,,,,,,,,,,,,,,,,5837,100,-100,0,1.51,0.05,-0.05,0,1.13,0.05,-0.05,0,0.1,0.04,-0.04,0,4.1,0.1,-0.1,0,9.768,0.014,-0.014
Kepler-100 c,1,1,Published Confirmed,0,12.8159,,,0,,,,,0.196,0.004,-0.004,0,0.02218167,,,1,Mass,,,,,,,,,,,,,,,,,2454955.947,,,0,0,0.05,0.04,-0.04,0,,,,,,,,,,,,,0.01355,,,0,,,,,,,,,,,,,,,,,,,,,5825,75,-75,0,1.49,0.04,-0.04,0,1.08,0.06,-0.06,0,0.02,0.1,-0.1,0,4.125,0.03,-0.03,0,9.768,0.014,-0.014
Kepler-100 d,1,1,Published Confirmed,0,35.3331,,,0,,,,,0.144,0.004,-0.004,0,0.00943901,,,1,Mass,,,,,,,,,,,,,,,,,2454986.98,,,0,0,0.75,0.01,-0.01,0,,,,,,,,,,,,,0.009926,,,0,,,,,,,,,,,,,,,,,,,,,5825,75,-75,0,1.49,0.04,-0.04,0,1.08,0.06,-0.06,0,0.02,0.1,-0.1,0,4.125,0.03,-0.03,0,9.768,0.014,-0.014
Kepler-1000 b,1,1,Published Confirmed,0,120.0181272,0.0003628,-0.0003628,0,,,,,0.42465876,0.03033277,-0.02765635,0,,,,,,,,,,,,,,,,,,,,,,2454967.189,0.00268,-0.00268,0,0,,,,,,,,,11.604,0.138,-0.138,0,,,,,0.02882,0.001353,-0.001208,0,,,,,,,,,,,,,,,,,,,,,6453,74.15,-73.42,0,1.51,0.08,-0.075,0,1.4,0.04,-0.04,0,0.35,0.055,-0.051,0,4.23,0.033,-0.035,0,12.094,0.018,-0.018
Kepler-1001 b,1,1,Published Confirmed,0,14.30511983,0.0000434,-0.0000434,0,,,,,0.28102418,0.03033277,-0.04282273,0,,,,,,,,,,,,,,,,,,,,,,2454968.066,0.00255,-0.00255,0,0,,,,,,,,,4.449,0.136,-0.136,0,,,,,0.03346,0.000401,-0.004522,0,,,,,,,,,,,,,,,,,,,,,5491,66.16,-68.91,0,0.88,0.094,-0.056,0,0.9,0.043,-0.045,0,-0.03,0.139,-0.17,0,4.52,0.044,-0.102,0,13.662,0.043,-0.043
Kepler-1001 c,1,1,Published Confirmed,0,9.18186,,,0,,,,,0.14077909,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5376,123,-123,0,0.836475,,,0,0.93,,,0,,,,,4.56164,,,0,13.662,0.043,-0.043
Kepler-1002 b,1,1,Published Confirmed,0,4.336429331,0.000006945,-0.000006945,0,,,,,0.15255598,0.00535284,-0.0044607,0,,,,,,,,,,,,,,,,,,,,,,2454966.856,0.00141,-0.00141,0,1,,,,,,,,,4.1031,0.0386,-0.0386,0,,,,,0.009578,0.000188,-0.000104,0,,,,,,,,,,,,,,,,,,,,,6144,47.25,-61.08,0,1.57,0.048,-0.04,0,1.22,0.051,-0.05,0,0.04,0.07,-0.057,0,4.13,0.015,-0.014,0,10.374,0.021,-0.021
