pl_name,default_flag,tran_flag,soltype,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,ttv_flag,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_kmag,sy_kmagerr1,sy_kmagerr2
Kepler-1003 b,1,1,Published Confirmed,0,3.554856915,0.000006709,-0.000006709,0,,,,,0.15880096,0.04282273,-0.01962709,0,,,,,,,,,,,,,,,,,,,,,,2454964.804,0.00163,-0.00163,0,0,,,,,,,,,2.1026,0.0429,-0.0429,0,,,,,0.014325,0.000425,-0.000262,0,,,,,,,,,,,,,,,,,,,,,6109,150.04,-195.29,0,1.17,0.316,-0.146,0,1.11,0.126,-0.082,0,0.01,0.14,-0.172,0,4.35,0.093,-0.173,0,12.623,0.028,-0.028
Kepler-1004 b,1,1,Published Confirmed,0,5.28789787,0.00001198,-0.00001198,0,,,,,0.56026407,0.06958694,-0.03925417,0,,,,,,,,,,,,,,,,,,,,,,2454968.364,0.00189,-0.00189,0,0,,,,,,,,,8.528,0.0581,-0.0581,0,,,,,0.017122,0.001585,-0.000465,0,,,,,,,,,,,,,,,,,,,,,4972,52.3,-39.52,0,3.39,0.282,-0.216,0,1.11,0.185,-0.122,0,-0.04,0.023,-0.031,0,3.43,0.018,-0.02,0,11.06,0.014,-0.014
Kepler-1005 b,1,1,Published Confirmed,0,6.49801525,0.0000132,-0.0000132,0,,,,,0.13382104,0.01873495,-0.0133821,0,,,,,,,,,,,,,,,,,,,,,,2454969.001,0.00169,-0.00169,0,0,,,,,,,,,2.3167,0.0487,-0.0487,0,,,,,0.012706,0.000352,-0.000261,0,,,,,,,,,,,,,,,,,,,,,5782,68.03,-67.92,0,1.06,0.148,-0.104,0,1,0.037,-0.035,0,0.02,0.089,-0.103,0,4.38,0.092,-0.106,0,11.718,0.014,-0.014
Kepler-1006 b,1,1,Published Confirmed,0,19.76172042,0.0000667,-0.0000667,0,,,,,0.1373896,0.02408779,-0.01248996,0,,,,,,,,,,,,,,,,,,,,,,2454968.176,0.00267,-0.00267,0,0,,,,,,,,,3.5906,0.0841,-0.0841,0,,,,,0.019145,0.002483,-0.000811,0,,,,,,,,,,,,,,,,,,,,,5328,180.84,-112.84,0,0.74,0.09,-0.061,0,0.78,0.07,-0.062,0,-0.4,0.237,-0.189,0,4.59,0.045,-0.077,0,12.502,0.024,-0.024
Kepler-1007 b,1,1,Published Confirmed,0,5.185002073,0.000009325,-0.000009325,0,,,,,0.1284682,0.00624498,-0.00624498,0,,,,,,,,,,,,,,,,,,,,,,2454964.879,0.00155,-0.00155,0,0,,,,,,,,,2.1771,0.0499,-0.0499,0,,,,,0.019213,0.000596,-0.000347,0,,,,,,,,,,,,,,,,,,,,,4587,88.05,-98.48,0,0.7,0.028,-0.031,0,0.73,0.032,-0.039,0,0.03,0.152,-0.16,0,4.62,0.02,-0.03,0,12.224,0.016,-0.016
Kepler-1008 b,1,1,Published Confirmed,0,12.43931193,0.00002837,-0.00002837,0,,,,,0.11419395,0.00624498,-0.0044607,0,,,,,,,,,,,,,,,,,,,,,,2454969.378,0.00187,-0.00187,0,0,,,,,,,,,3.121,0.0656,-0.0656,0,,,,,0.014991,0.000574,-0.000293,0,,,,,,,,,,,,,,,,,,,,,5066,79.91,-66.82,0,0.78,0.032,-0.026,0,0.81,0.033,-0.034,0,-0.01,0.102,-0.102,0,4.56,0.03,-0.041,0,11.378,0.012,-0.012
Kepler-1009 b,1,1,Published Confirmed,0,11.35011917,0.0000225,-0.0000225,0,,,,,0.19359443,0.02408779,-0.02141137,0,,,,,,,,,,,,,,,,,,,,,,2454967.045,0.00166,-0.00166,0,1,,,,,,,,,2.3758,0.0557,-0.0557,0,,,,,0.035136,0.004114,-0.003624,0,,,,,,,,,,,,,,,,,,,,,4027,41.14,-36.46,0,0.57,0.02,-0.022,0,0.59,0.023,-0.029,0,-0.12,0.091,-0.107,0,4.7,0.015,-0.014,0,12.347,0.023,-0.023
Kepler-101 b,1,1,Published Confirmed,0,3.4876812,0.000007,-0.000007,0,0.0474,0.001,-0.0008,0,0.51,0.08,-0.07,0,0.16,0.02,-0.01,0,Mass,1.45,0.83,-0.48,0,0.086,0.08,-0.059,0,1513,103,-145,0,85.82,1.73,-1.53,0,2455088.78,0.00041,-0.00041,0,1,0.52,0.09,-0.18,0,,,,,3.875,0.023,-0.02,0,6.55,0.88,-0.69,0,0.03401,0.00061,-0.00082,0,,,,,,,,,231,32,-90,0,,,,,,,,,5667,50,-50,0,1.56,0.2,-0.2,0,1.17,0.07,-0.05,0,0.33,0.07,-0.07,0,4.12,0.11,-0.09,0,12.011,0.02,-0.02
Kepler-101 c,1,1,Published Confirmed,0,6.02976,0.000075,-0.000075,0,0.0684,0.0014,-0.0014,0,0.112,0.017,-0.015,0,0.01,,,1,Mass,10.5,,,1,0,,,0,1413,238,-210,0,84.6,3.4,-3.1,0,2454965.486,0.0088,-0.0088,0,0,0.75,0.13,-0.36,0,,,,,3.87,0.24,-0.24,0,8,3,-2.1,0,0.00732,0.00063,-0.00054,0,,,,,,,,,90,,,0,,,,,,,,,5667,50,-50,0,1.56,0.2,-0.2,0,1.17,0.07,-0.05,0,0.33,0.07,-0.07,0,4.12,0.11,-0.09,0,12.011,0.02,-0.02
Kepler-1010 b,1,1,Published Confirmed,0,34.2685705,0.0001181,-0.0001181,0,,,,,0.20697654,0.03925417,-0.01605852,0,,,,,,,,,,,,,,,,,,,,,,2454980.052,0.00277,-0.00277,0,0,,,,,,,,,4.8184,0.0919,-0.0919,0,,,,,0.026123,0.004572,-0.001438,0,,,,,,,,,,,,,,,,,,,,,5253,67.75,-80.75,0,0.82,0.054,-0.045,0,0.86,0.039,-0.044,0,-0.01,0.155,-0.164,0,4.55,0.034,-0.067,0,12.771,0.024,-0.024
Kepler-1011 b,1,1,Published Confirmed,0,5.753221974,0.000009417,-0.000009417,0,,,,,0.25604425,0.02587207,-0.03925417,0,,,,,,,,,,,,,,,,,,,,,,2454969.756,0.00124,-0.00124,0,0,,,,,,,,,1.6828,0.055,-0.055,0,,,,,0.030078,0.000009,-0.004165,0,,,,,,,,,,,,,,,,,,,,,5416,95.5,-130.93,0,0.88,0.089,-0.054,0,0.91,0.044,-0.044,0,0.08,0.154,-0.161,0,4.52,0.042,-0.092,0,13.361,0.031,-0.031
Kepler-1012 b,1,1,Published Confirmed,0,5.50860439,0.00001151,-0.00001151,0,,,,,0.11508609,0.00713712,-0.00535284,0,,,,,,,,,,,,,,,,,,,,,,2454965.298,0.00166,-0.00166,0,0,,,,,,,,,2.9468,0.052,-0.052,0,,,,,0.013125,0.000443,-0.000253,0,,,,,,,,,,,,,,,,,,,,,5556,77.89,-67.52,0,0.91,0.046,-0.037,0,0.95,0.033,-0.035,0,0.05,0.109,-0.102,0,4.5,0.033,-0.047,0,11.664,0.016,-0.016
Kepler-1013 b,1,1,Published Confirmed,0,18.93054959,0.00004672,-0.00004672,0,,,,,0.19181015,0.03211705,-0.0178428,0,,,,,,,,,,,,,,,,,,,,,,2454976.252,0.00205,-0.00205,0,0,,,,,,,,,3.344,0.0772,-0.0772,0,,,,,0.026222,0.004239,-0.002227,0,,,,,,,,,,,,,,,,,,,,,4954,77.29,-81.88,0,0.76,0.033,-0.031,0,0.81,0.035,-0.04,0,0.04,0.15,-0.163,0,4.59,0.02,-0.042,0,12.289,0.019,-0.019
Kepler-1014 b,1,1,Published Confirmed,0,16.57110363,0.00003817,-0.00003817,0,,,,,0.21322152,0.01873495,-0.02230351,0,,,,,,,,,,,,,,,,,,,,,,2454966.903,0.00191,-0.00191,0,0,,,,,,,,,2.9613,0.0623,-0.0623,0,,,,,0.025628,0.000021,-0.002283,0,,,,,,,,,,,,,,,,,,,,,5388,68.87,-66.36,0,0.84,0.075,-0.05,0,0.88,0.04,-0.047,0,-0.06,0.151,-0.15,0,4.54,0.039,-0.092,0,12.898,0.033,-0.033
Kepler-1015 b,1,1,Published Confirmed,0,16.00494214,0.00004175,-0.00004175,0,,,,,0.31670979,0.11776251,-0.05888126,0,,,,,,,,,,,,,,,,,,,,,,2454968.254,0.00222,-0.00222,0,0,,,,,,,,,6.4648,0.0677,-0.0677,0,,,,,0.017684,0.000397,-0.00016,0,,,,,,,,,,,,,,,,,,,,,6769,136.36,-197.14,0,1.81,0.671,-0.335,0,1.49,0.22,-0.15,0,0.06,0.134,-0.151,0,4.09,0.141,-0.212,0,11.684,0.019,-0.019
Kepler-1016 b,1,1,Published Confirmed,0,1.954524342,0.000003309,-0.000003309,0,,,,,0.19448657,0.03300919,-0.02497993,0,,,,,,,,,,,,,,,,,,,,,,2454965.297,0.00137,-0.00137,0,0,,,,,,,,,2.096,0.0447,-0.0447,0,,,,,0.02035,0.00023,-0.001565,0,,,,,,,,,,,,,,,,,,,,,5821,177.41,-169.89,0,1,0.17,-0.104,0,0.99,0.079,-0.069,0,-0.03,0.137,-0.182,0,4.44,0.075,-0.13,0,13.728,0.047,-0.047
Kepler-1016 c,1,1,Published Confirmed,0,105.6551369,0.0005452,-0.0005452,0,,,,,0.32830761,0.05798912,-0.03300919,0,,,,,,,,,,,,,,,,,,,,,,2455063.1,0.00399,-0.00399,0,0,,,,,,,,,9.243,0.128,-0.128,0,,,,,0.033671,0.00091,-0.000426,0,,,,,,,,,,,,,,,,,,,,,5821,177.41,-169.89,0,1,0.17,-0.104,0,0.99,0.079,-0.069,0,-0.03,0.137,-0.182,0,4.44,0.075,-0.13,0,13.728,0.047,-0.047
Kepler-1017 b,1,1,Published Confirmed,0,7.23400469,0.00001433,-0.00001433,0,,,,,0.17753591,0.02587207,-0.01070568,0,,,,,,,,,,,,,,,,,,,,,,2454970.677,0.00162,-0.00162,0,0,,,,,,,,,2.1648,0.0526,-0.0526,0,,,,,0.021247,0.002984,-0.001099,0,,,,,,,,,,,,,,,,,,,,,5473,93.16,-81.05,0,0.87,0.031,-0.027,0,0.93,0.035,-0.035,0,0.04,0.101,-0.105,0,4.53,0.021,-0.027,0,12.396,0.03,-0.03
Kepler-1018 b,1,1,Published Confirmed,0,49.1013514,0.0001876,-0.0001876,0,,,,,0.23017218,0.02676421,-0.01695066,0,,,,,,,,,,,,,,,,,,,,,,2454969.47,0.00299,-0.00299,0,0,,,,,,,,,6.323,0.103,-0.103,0,,,,,0.027032,0.000445,-0.000813,0,,,,,,,,,,,,,,,,,,,,,5518,61.16,-57.64,0,0.88,0.101,-0.06,0,0.91,0.042,-0.055,0,-0.05,0.154,-0.183,0,4.52,0.044,-0.108,0,13.373,0.043,-0.043
Kepler-1019 b,1,1,Published Confirmed,0,1.411229847,0.000000746,-0.000000746,0,,,,,0.13025248,0.0044607,-0.01427424,0,,,,,,,,,,,,,,,,,,,,,,2454965.642,0.00046,-0.00046,0,0,,,,,,,,,1.3912,0.0142,-0.0142,0,,,,,0.019962,0.000069,-0.001862,0,,,,,,,,,,,,,,,,,,,,,4433,43.73,-45.09,0,0.67,0.024,-0.036,0,0.7,0.031,-0.047,0,0.01,0.175,-0.178,0,4.64,0.02,-0.026,0,11.003,0.017,-0.017
Kepler-102 b,1,1,Published Confirmed,0,5.286965,0.000012,-0.000012,0,0.05521,0.00049,-0.00049,0,0.04103852,0.00231957,-0.00231957,0,0.00346099,,,1,Mass,62,,,1,0.1,,,1,857,20,-20,0,89.78,0.22,-0.22,0,2454968.87,0.0011,-0.0011,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4909,98,-98,0,0.724,0.018,-0.018,0,0.803,0.021,-0.021,0,0.11,0.04,-0.04,0,,,,,9.351,0.011,-0.011
Kepler-102 c,1,1,Published Confirmed,0,7.071392,0.000022,-0.000022,0,0.06702,0.00059,-0.00059,0,0.05058444,0.002498,-0.002498,0,0.0053488,,,1,Mass,52,,,1,0.094,,,1,777,18,-18,0,89.82,0.15,-0.15,0,2454972.975,0.0024,-0.0024,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4909,98,-98,0,0.724,0.018,-0.018,0,0.803,0.021,-0.021,0,0.11,0.04,-0.04,0,,,,,9.351,0.011,-0.011
Kepler-102 d,1,1,Published Confirmed,0,10.311767,0.0000041,-0.0000041,0,0.08618,0.00076,-0.00076,0,0.10295316,0.00517442,-0.00517442,0,0.00943906,0.00409026,-0.00409026,0,Mass,10.7,5.1,-4.6,0,0.092,,,1,686,16,-16,0,89.49,0.11,-0.11,0,2454967.091,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4909,98,-98,0,0.724,0.018,-0.018,0,0.803,0.021,-0.021,0,0.11,0.04,-0.04,0,,,,,9.351,0.011,-0.011
Kepler-102 e,1,1,Published Confirmed,0,16.1456994,0.0000022,-0.0000022,0,0.1162,0.001,-0.001,0,0.19359477,0.00981356,-0.00981356,0,0.01478785,0.00566343,-0.00566343,0,Mass,2.5,1.1,-0.98,0,0.089,,,1,590,14,-14,0,89.488,0.051,-0.051,0,2454967.754,0.00012,-0.00012,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4909,98,-98,0,0.724,0.018,-0.018,0,0.803,0.021,-0.021,0,0.11,0.04,-0.04,0,,,,,9.351,0.011,-0.011
Kepler-102 f,1,1,Published Confirmed,0,27.453592,0.00006,-0.00006,0,0.1656,0.0015,-0.0015,0,0.07681341,0.00196271,-0.00196271,0,0.01352931,,,1,Mass,37,,,1,0.1,,,1,495,11,-11,0,89.32,0.037,-0.037,0,2454978.028,0.0016,-0.0016,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4909,98,-98,0,0.724,0.018,-0.018,0,0.803,0.021,-0.021,0,0.11,0.04,-0.04,0,,,,,9.351,0.011,-0.011
Kepler-1020 b,1,1,Published Confirmed,0,96.9151496,0.0003632,-0.0003632,0,,,,,0.20340798,0.00713712,-0.00802926,0,,,,,,,,,,,,,,,,,,,,,,2455020.089,0.00286,-0.00286,0,0,,,,,,,,,5.9964,0.0965,-0.0965,0,,,,,0.026245,0.000591,-0.000803,0,,,,,,,,,,,,,,,,,,,,,5227,66.71,-60.63,0,0.8,0.02,-0.022,0,0.87,0.029,-0.033,0,0,0.103,-0.101,0,4.57,0.016,-0.021,0,12.15,0.021,-0.021
Kepler-1021 b,1,1,Published Confirmed,0,13.47469571,0.0000321,-0.0000321,0,,,,,0.20786868,0.02230351,-0.01605852,0,,,,,,,,,,,,,,,,,,,,,,2454966.492,0.00209,-0.00209,0,0,,,,,,,,,2.6174,0.0626,-0.0626,0,,,,,0.025352,0.000857,-0.000499,0,,,,,,,,,,,,,,,,,,,,,5431,143.14,-143.99,0,0.86,0.086,-0.063,0,0.89,0.053,-0.053,0,-0.05,0.147,-0.17,0,4.53,0.047,-0.092,0,13.332,0.038,-0.038
Kepler-1022 b,1,1,Published Confirmed,0,10.99469878,0.0000188,-0.0000188,0,,,,,0.2105451,0.00713712,-0.02497993,0,,,,,,,,,,,,,,,,,,,,,,2454970.358,0.00144,-0.00144,0,0,,,,,,,,,1.6434,0.0478,-0.0478,0,,,,,0.031603,0.000096,-0.003467,0,,,,,,,,,,,,,,,,,,,,,4445,49.47,-51.77,0,0.68,0.024,-0.03,0,0.71,0.028,-0.039,0,0.06,0.157,-0.175,0,4.64,0.016,-0.026,0,12.821,0.022,-0.022
Kepler-1023 b,1,1,Published Confirmed,0,62.1387714,0.0002199,-0.0002199,0,,,,,0.23463288,0.02676421,-0.01605852,0,,,,,,,,,,,,,,,,,,,,,,2454994.148,0.00269,-0.00269,0,0,,,,,,,,,4.1578,0.0878,-0.0878,0,,,,,0.027435,0.000572,-0.000941,0,,,,,,,,,,,,,,,,,,,,,5494,75.28,-98.69,0,0.89,0.101,-0.053,0,0.93,0.042,-0.045,0,0.05,0.155,-0.161,0,4.51,0.043,-0.104,0,12.762,0.03,-0.03
Kepler-1024 b,1,1,Published Confirmed,0,66.4162133,0.0003538,-0.0003538,0,,,,,0.34882684,0.02408779,-0.02319565,0,,,,,,,,,,,,,,,,,,,,,,2455021.134,0.00461,-0.00461,0,0,,,,,,,,,6.965,0.137,-0.137,0,,,,,0.045698,0.001679,-0.000729,0,,,,,,,,,,,,,,,,,,,,,5143,126.73,-76.37,0,0.78,0.045,-0.05,0,0.81,0.042,-0.05,0,-0.1,0.142,-0.182,0,4.57,0.036,-0.055,0,14.05,0.067,-0.067
Kepler-1025 b,1,1,Published Confirmed,0,37.3229493,0.0001363,-0.0001363,0,,,,,0.17664377,0.03657775,-0.01962709,0,,,,,,,,,,,,,,,,,,,,,,2454985.835,0.00318,-0.00318,0,0,,,,,,,,,7.0207,0.0884,-0.0884,0,,,,,0.016193,0.000365,-0.000341,0,,,,,,,,,,,,,,,,,,,,,6089,102.4,-95.52,0,1.13,0.232,-0.123,0,1.09,0.084,-0.075,0,-0.03,0.145,-0.181,0,4.37,0.082,-0.141,0,12.217,0.022,-0.022
Kepler-1026 b,1,1,Published Confirmed,0,36.5156053,0.0001037,-0.0001037,0,,,,,0.19716299,0.02944063,-0.0133821,0,,,,,,,,,,,,,,,,,,,,,,2454984.292,0.00234,-0.00234,0,0,,,,,,,,,3.588,0.0841,-0.0841,0,,,,,0.027302,0.003888,-0.001202,0,,,,,,,,,,,,,,,,,,,,,4948,85.79,-89.37,0,0.75,0.034,-0.038,0,0.79,0.037,-0.044,0,-0.02,0.151,-0.167,0,4.59,0.023,-0.042,0,12.077,0.027,-0.027
Kepler-1027 b,1,1,Published Confirmed,0,1.907805199,0.000002464,-0.000002464,0,,,,,0.07940048,0.00356856,-0.00178428,0,,,,,,,,,,,,,,,,,,,,,,2454964.641,0.00109,-0.00109,0,0,,,,,,,,,1.8531,0.0367,-0.0367,0,,,,,0.010153,0.000307,-0.000174,0,,,,,,,,,,,,,,,,,,,,,5436,66.85,-58.48,0,0.82,0.021,-0.016,0,0.91,0.027,-0.021,0,-0.06,0.107,-0.087,0,4.57,0.009,-0.009,0,11.119,0.013,-0.013
Kepler-1028 b,1,1,Published Confirmed,0,2.51462432,0.000004953,-0.000004953,0,,,,,0.11865465,0.0133821,-0.00981354,0,,,,,,,,,,,,,,,,,,,,,,2454965.91,0.00159,-0.00159,0,0,,,,,,,,,1.6093,0.062,-0.062,0,,,,,0.014313,0.000319,-0.000511,0,,,,,,,,,,,,,,,,,,,,,5522,102.65,-78.23,0,0.87,0.095,-0.065,0,0.9,0.048,-0.061,0,-0.09,0.166,-0.195,0,4.52,0.049,-0.1,0,12.63,0.023,-0.023
Kepler-1029 b,1,1,Published Confirmed,0,4.417696479,0.000008897,-0.000008897,0,,,,,0.11240967,0.00713712,-0.00624498,0,,,,,,,,,,,,,,,,,,,,,,2454966.961,0.00165,-0.00165,0,0,,,,,,,,,1.9161,0.0566,-0.0566,0,,,,,0.015203,0.000659,-0.000287,0,,,,,,,,,,,,,,,,,,,,,5030,68.38,-91.81,0,0.77,0.038,-0.039,0,0.82,0.037,-0.042,0,0.01,0.163,-0.172,0,4.58,0.024,-0.048,0,12.169,,
Kepler-103 b,1,1,Published Confirmed,0,15.9653287,0.0000092,-0.0000092,0,0.13223,0.00085,-0.0013,0,0.31100062,0.00508521,-0.00481757,0,0.03083425,0.01227077,-0.01227077,0,Mass,1.28,0.52,-0.5,0,0.093,,,1,973,13,-13,0,87.914,0.073,-0.072,0,2455677.652,0.00028,-0.00028,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6009,64,-64,0,1.492,0.024,-0.022,0,1.212,0.024,-0.033,0,0.16,0.04,-0.04,0,,,,,10.873,0.017,-0.017
Kepler-103 c,1,1,Published Confirmed,0,179.60978,0.0002,-0.0002,0,0.6639,0.0043,-0.0063,0,0.48621727,0.01605855,-0.01605855,0,0.11956137,0.05348798,-0.05034163,0,Mass,1.29,0.58,-0.55,0,0.095,,,1,434,6,-6,0,87.704,0.12,-0.055,0,2455667.16,0.00044,-0.00044,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6009,64,-64,0,1.492,0.024,-0.022,0,1.212,0.024,-0.033,0,0.16,0.04,-0.04,0,,,,,10.873,0.017,-0.017
Kepler-1030 b,1,1,Published Confirmed,0,19.32952416,0.00007474,-0.00007474,0,,,,,0.22125078,0.01070568,-0.01605852,0,,,,,,,,,,,,,,,,,,,,,,2454966.268,0.0028,-0.0028,0,0,,,,,,,,,3.7701,0.091,-0.091,0,,,,,0.029641,0.000178,-0.001672,0,,,,,,,,,,,,,,,,,,,,,4983,78.38,-85.01,0,0.76,0.035,-0.037,0,0.8,0.036,-0.044,0,-0.01,0.154,-0.161,0,4.59,0.023,-0.042,0,13.578,0.041,-0.041
Kepler-1031 b,1,1,Published Confirmed,0,1.22621732,0.000004506,-0.000004506,0,,,,,0.0776162,0.01873495,-0.00981354,0,,,,,,,,,,,,,,,,,,,,,,2454965.687,0.00332,-0.00332,0,0,,,,,,,,,2.1486,0.091,-0.091,0,,,,,0.007188,0.000319,-0.000259,0,,,,,,,,,,,,,,,,,,,,,6011,125.91,-133.3,0,1.12,0.268,-0.129,0,1.09,0.095,-0.07,0,0.03,0.136,-0.17,0,4.38,0.084,-0.166,0,12.353,0.025,-0.025
Kepler-1032 b,1,1,Published Confirmed,0,3.290117953,0.000005053,-0.000005053,0,,,,,0.16683023,0.0089214,-0.00713712,0,,,,,,,,,,,,,,,,,,,,,,2454966.157,0.00136,-0.00136,0,1,,,,,,,,,1.5469,0.0463,-0.0463,0,,,,,0.023583,0.001121,-0.000603,0,,,,,,,,,,,,,,,,,,,,,4647,57.14,-84.37,0,0.71,0.019,-0.023,0,0.77,0.025,-0.034,0,0.16,0.103,-0.211,0,4.62,0.011,-0.013,0,13.301,0.034,-0.034
Kepler-1033 b,1,1,Published Confirmed,0,7.56052806,0.00002405,-0.00002405,0,,,,,0.2239272,0.03657775,-0.01605852,0,,,,,,,,,,,,,,,,,,,,,,2454967.479,0.00259,-0.00259,0,0,,,,,,,,,3.8262,0.0762,-0.0762,0,,,,,0.025082,0.000634,-0.000727,0,,,,,,,,,,,,,,,,,,,,,5547,59.76,-66.49,0,0.92,0.15,-0.06,0,0.94,0.039,-0.044,0,0.06,0.147,-0.156,0,4.49,0.052,-0.141,0,14.283,0.086,-0.086
Kepler-1034 b,1,1,Published Confirmed,0,12.12400943,0.0000332,-0.0000332,0,,,,,0.2016237,0.01516638,-0.01248996,0,,,,,,,,,,,,,,,,,,,,,,2454967.956,0.00235,-0.00235,0,0,,,,,,,,,3.3136,0.0686,-0.0686,0,,,,,0.026095,0.001062,-0.000421,0,,,,,,,,,,,,,,,,,,,,,5198,102.36,-86.25,0,0.8,0.049,-0.047,0,0.83,0.041,-0.045,0,-0.06,0.148,-0.172,0,4.57,0.034,-0.058,0,13.158,0.031,-0.031
Kepler-1035 b,1,1,Published Confirmed,0,2.714077555,0.000003706,-0.000003706,0,,,,,0.10438041,0.02497993,-0.00981354,0,,,,,,,,,,,,,,,,,,,,,,2454966.712,0.00111,-0.00111,0,0,,,,,,,,,1.2618,0.04,-0.04,0,,,,,0.011228,0.000398,-0.000175,0,,,,,,,,,,,,,,,,,,,,,5763,114.35,-121.15,0,0.97,0.228,-0.09,0,0.98,0.061,-0.064,0,-0.03,0.135,-0.183,0,4.45,0.072,-0.169,0,11.416,0.011,-0.011
Kepler-1036 b,1,1,Published Confirmed,0,122.8808058,0.000709,-0.000709,0,,,,,0.26853421,0.01248996,-0.04728343,0,,,,,,,,,,,,,,,,,,,,,,2454998.457,0.00516,-0.00516,0,1,,,,,,,,,8.281,0.293,-0.293,0,,,,,0.030636,0.000668,-0.00536,0,,,,,,,,,,,,,,,,,,,,,5533,83.31,-69.58,0,0.89,0.037,-0.032,0,0.95,0.032,-0.036,0,0.04,0.105,-0.099,0,4.52,0.026,-0.036,0,12.124,0.022,-0.022
Kepler-1037 b,1,1,Published Confirmed,0,1.063788673,0.000001265,-0.000001265,0,,,,,0.11419395,0.00802926,-0.00624498,0,,,,,,,,,,,,,,,,,,,,,,2454964.525,0.00099,-0.00099,0,0,,,,,,,,,1.0764,0.039,-0.039,0,,,,,0.014673,0.000723,-0.000291,0,,,,,,,,,,,,,,,,,,,,,5105,96.95,-70.71,0,0.78,0.039,-0.042,0,0.82,0.04,-0.045,0,-0.03,0.139,-0.164,0,4.57,0.029,-0.051,0,12.248,0.024,-0.024
Kepler-1038 b,1,1,Published Confirmed,0,148.4603382,0.0006894,-0.0006894,0,,,,,0.31492551,0.04639129,-0.03479347,0,,,,,,,,,,,,,,,,,,,,,,2454984.386,0.00321,-0.00321,0,0,,,,,,,,,5.402,0.134,-0.134,0,,,,,0.03948,0.003918,-0.003254,0,,,,,,,,,,,,,,,,,,,,,5335,253.32,-212.93,0,0.83,0.089,-0.061,0,0.87,0.071,-0.058,0,-0.04,0.158,-0.176,0,4.55,0.043,-0.078,0,12.782,0.022,-0.022
Kepler-1038 c,1,1,Published Confirmed,0,7.127659798,,,0,,,,,0.12634813,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5159,82,-82,0,0.821,0.055,-0.039,0,0.868,0.035,-0.049,0,0.16,0.15,-0.15,0,4.548,0.032,-0.063,0,12.782,0.022,-0.022
Kepler-1039 b,1,1,Published Confirmed,0,0.934884242,0.000000875,-0.000000875,0,,,,,0.13025248,0.00802926,-0.01962709,0,,,,,,,,,,,,,,,,,,,,,,2454964.582,0.000821,-0.000821,0,0,,,,,,,,,1.4174,0.027,-0.027,0,,,,,0.017736,0.000105,-0.002549,0,,,,,,,,,,,,,,,,,,,,,4870,194.18,-173.27,0,0.74,0.045,-0.039,0,0.79,0.046,-0.043,0,0.01,0.15,-0.164,0,4.6,0.027,-0.042,0,11.753,0.019,-0.019
